"","idv","iv","exp","dv"
"508",6,2,"Hurme et al_2020_Masking_Red",198
"509",6,2,"Hurme et al_2020_Masking_Red",219
"510",6,1,"Hurme et al_2020_Masking_Red",242
"511",6,1,"Hurme et al_2020_Masking_Red",186
"512",6,2,"Hurme et al_2020_Masking_Red",375
"513",6,1,"Hurme et al_2020_Masking_Blue",289
"514",6,2,"Hurme et al_2020_Masking_Blue",234
"515",6,1,"Hurme et al_2020_Masking_Blue",214
"516",6,2,"Hurme et al_2020_Masking_Blue",230
"517",6,2,"Hurme et al_2020_Masking_Blue",201
"518",6,2,"Hurme et al_2020_Masking_Blue",232
"519",6,2,"Hurme et al_2020_Masking_Blue",227
"520",6,2,"Hurme et al_2020_Masking_Blue",251
"521",6,1,"Hurme et al_2020_Masking_Red",291
"522",6,1,"Hurme et al_2020_Masking_Red",378
"523",6,2,"Hurme et al_2020_Masking_Red",206
"524",6,2,"Hurme et al_2020_Masking_Red",230
"525",6,2,"Hurme et al_2020_Masking_Red",235
"526",6,2,"Hurme et al_2020_Masking_Red",203
"527",6,2,"Hurme et al_2020_Masking_Red",213
"528",6,2,"Hurme et al_2020_Masking_Red",209
"529",6,1,"Hurme et al_2020_Masking_Blue",234
"530",6,2,"Hurme et al_2020_Masking_Blue",235
"531",6,2,"Hurme et al_2020_Masking_Blue",336
"532",6,2,"Hurme et al_2020_Masking_Blue",319
"533",6,2,"Hurme et al_2020_Masking_Blue",215
"534",6,2,"Hurme et al_2020_Masking_Blue",232
"535",6,1,"Hurme et al_2020_Masking_Blue",392
"536",6,2,"Hurme et al_2020_Masking_Blue",266
"537",6,1,"Hurme et al_2020_Masking_Red",206
"538",6,2,"Hurme et al_2020_Masking_Red",202
"539",6,2,"Hurme et al_2020_Masking_Red",206
"540",6,2,"Hurme et al_2020_Masking_Red",271
"541",6,2,"Hurme et al_2020_Masking_Red",286
"542",6,2,"Hurme et al_2020_Masking_Red",382
"543",6,1,"Hurme et al_2020_Masking_Red",373
"544",6,2,"Hurme et al_2020_Masking_Red",260
"545",6,2,"Hurme et al_2020_Masking_Blue",194
"546",6,1,"Hurme et al_2020_Masking_Blue",226
"547",6,2,"Hurme et al_2020_Masking_Blue",237
"548",6,2,"Hurme et al_2020_Masking_Blue",207
"549",6,2,"Hurme et al_2020_Masking_Blue",237
"550",6,2,"Hurme et al_2020_Masking_Blue",229
"551",6,2,"Hurme et al_2020_Masking_Blue",275
"552",6,2,"Hurme et al_2020_Masking_Red",295
"553",6,2,"Hurme et al_2020_Masking_Red",217
"554",6,2,"Hurme et al_2020_Masking_Red",367
"555",6,2,"Hurme et al_2020_Masking_Red",240
"556",6,2,"Hurme et al_2020_Masking_Red",187
"557",6,2,"Hurme et al_2020_Masking_Red",224
"558",6,1,"Hurme et al_2020_Masking_Red",334
"559",6,1,"Hurme et al_2020_Masking_Red",246
"560",8,1,"Hurme et al_2020_Masking_Blue",395
"561",8,1,"Hurme et al_2020_Masking_Blue",230
"562",8,2,"Hurme et al_2020_Masking_Red",328
"563",8,2,"Hurme et al_2020_Masking_Red",237
"564",8,2,"Hurme et al_2020_Masking_Red",273
"565",8,1,"Hurme et al_2020_Masking_Red",687
"566",8,2,"Hurme et al_2020_Masking_Blue",269
"567",8,2,"Hurme et al_2020_Masking_Blue",389
"568",8,2,"Hurme et al_2020_Masking_Red",329
"569",8,2,"Hurme et al_2020_Masking_Red",262
"570",8,2,"Hurme et al_2020_Masking_Red",328
"571",8,1,"Hurme et al_2020_Masking_Red",609
"572",8,2,"Hurme et al_2020_Masking_Blue",322
"573",8,2,"Hurme et al_2020_Masking_Blue",263
"574",8,2,"Hurme et al_2020_Masking_Blue",456
"575",8,2,"Hurme et al_2020_Masking_Blue",209
"576",8,1,"Hurme et al_2020_Masking_Blue",224
"577",8,1,"Hurme et al_2020_Masking_Blue",559
"578",8,2,"Hurme et al_2020_Masking_Red",211
"579",8,1,"Hurme et al_2020_Masking_Red",202
"580",8,1,"Hurme et al_2020_Masking_Red",442
"581",8,2,"Hurme et al_2020_Masking_Red",430
"582",8,2,"Hurme et al_2020_Masking_Blue",201
"583",8,2,"Hurme et al_2020_Masking_Blue",204
"584",8,1,"Hurme et al_2020_Masking_Blue",271
"585",8,2,"Hurme et al_2020_Masking_Blue",292
"586",8,2,"Hurme et al_2020_Masking_Blue",253
"587",8,2,"Hurme et al_2020_Masking_Blue",338
"588",8,2,"Hurme et al_2020_Masking_Red",236
"589",8,2,"Hurme et al_2020_Masking_Red",423
"590",8,2,"Hurme et al_2020_Masking_Red",268
"591",8,2,"Hurme et al_2020_Masking_Red",272
"592",8,2,"Hurme et al_2020_Masking_Red",231
"593",8,1,"Hurme et al_2020_Masking_Red",293
"594",8,2,"Hurme et al_2020_Masking_Blue",219
"595",8,1,"Hurme et al_2020_Masking_Blue",275
"596",8,1,"Hurme et al_2020_Masking_Blue",428
"597",8,2,"Hurme et al_2020_Masking_Blue",301
"598",8,2,"Hurme et al_2020_Masking_Blue",274
"599",8,2,"Hurme et al_2020_Masking_Blue",496
"600",8,2,"Hurme et al_2020_Masking_Blue",330
"601",8,2,"Hurme et al_2020_Masking_Blue",241
"602",8,2,"Hurme et al_2020_Masking_Red",422
"603",8,1,"Hurme et al_2020_Masking_Red",281
"604",8,2,"Hurme et al_2020_Masking_Red",249
"605",8,1,"Hurme et al_2020_Masking_Red",282
"606",8,2,"Hurme et al_2020_Masking_Red",301
"607",8,2,"Hurme et al_2020_Masking_Red",436
"608",8,2,"Hurme et al_2020_Masking_Red",455
"609",8,2,"Hurme et al_2020_Masking_Red",258
"610",8,2,"Hurme et al_2020_Masking_Blue",266
"611",8,1,"Hurme et al_2020_Masking_Blue",306
"612",8,2,"Hurme et al_2020_Masking_Blue",243
"613",8,2,"Hurme et al_2020_Masking_Blue",273
"614",8,2,"Hurme et al_2020_Masking_Blue",231
"615",8,2,"Hurme et al_2020_Masking_Blue",469
"616",8,1,"Hurme et al_2020_Masking_Blue",277
"617",8,2,"Hurme et al_2020_Masking_Red",404
"618",8,2,"Hurme et al_2020_Masking_Red",231
"619",8,2,"Hurme et al_2020_Masking_Red",414
"620",8,1,"Hurme et al_2020_Masking_Red",320
"621",8,2,"Hurme et al_2020_Masking_Red",301
"622",8,2,"Hurme et al_2020_Masking_Red",281
"623",8,1,"Hurme et al_2020_Masking_Red",260
"624",8,2,"Hurme et al_2020_Masking_Red",397
"625",8,2,"Hurme et al_2020_Masking_Blue",300
"626",8,2,"Hurme et al_2020_Masking_Blue",219
"627",8,2,"Hurme et al_2020_Masking_Blue",245
"628",8,2,"Hurme et al_2020_Masking_Blue",344
"629",8,1,"Hurme et al_2020_Masking_Blue",325
"630",8,2,"Hurme et al_2020_Masking_Blue",303
"631",8,2,"Hurme et al_2020_Masking_Red",255
"632",8,2,"Hurme et al_2020_Masking_Red",258
"633",8,2,"Hurme et al_2020_Masking_Red",263
"634",8,2,"Hurme et al_2020_Masking_Red",425
"635",8,1,"Hurme et al_2020_Masking_Red",344
"636",8,2,"Hurme et al_2020_Masking_Red",243
"637",8,2,"Hurme et al_2020_Masking_Red",278
"638",8,2,"Hurme et al_2020_Masking_Blue",342
"639",8,2,"Hurme et al_2020_Masking_Blue",428
"640",8,2,"Hurme et al_2020_Masking_Blue",383
"641",8,1,"Hurme et al_2020_Masking_Blue",448
"642",8,2,"Hurme et al_2020_Masking_Blue",240
"643",8,2,"Hurme et al_2020_Masking_Blue",320
"644",8,1,"Hurme et al_2020_Masking_Blue",437
"645",8,1,"Hurme et al_2020_Masking_Red",252
"646",8,2,"Hurme et al_2020_Masking_Red",254
"647",8,2,"Hurme et al_2020_Masking_Red",311
"648",8,2,"Hurme et al_2020_Masking_Red",362
"649",8,2,"Hurme et al_2020_Masking_Red",516
"650",8,2,"Hurme et al_2020_Masking_Blue",251
"651",8,1,"Hurme et al_2020_Masking_Blue",347
"652",8,1,"Hurme et al_2020_Masking_Blue",268
"653",8,2,"Hurme et al_2020_Masking_Blue",294
"654",8,2,"Hurme et al_2020_Masking_Blue",314
"655",8,2,"Hurme et al_2020_Masking_Blue",325
"656",8,2,"Hurme et al_2020_Masking_Blue",454
"657",8,1,"Hurme et al_2020_Masking_Red",268
"658",8,2,"Hurme et al_2020_Masking_Red",432
"659",8,2,"Hurme et al_2020_Masking_Red",284
"660",8,2,"Hurme et al_2020_Masking_Red",384
"661",8,2,"Hurme et al_2020_Masking_Red",311
"662",8,2,"Hurme et al_2020_Masking_Red",453
"663",8,1,"Hurme et al_2020_Masking_Blue",427
"664",8,2,"Hurme et al_2020_Masking_Blue",395
"665",8,2,"Hurme et al_2020_Masking_Blue",688
"666",8,2,"Hurme et al_2020_Masking_Blue",328
"667",8,2,"Hurme et al_2020_Masking_Blue",311
"668",8,2,"Hurme et al_2020_Masking_Blue",228
"669",8,2,"Hurme et al_2020_Masking_Red",259
"670",8,2,"Hurme et al_2020_Masking_Red",229
"671",8,2,"Hurme et al_2020_Masking_Red",234
"672",8,2,"Hurme et al_2020_Masking_Red",243
"673",8,2,"Hurme et al_2020_Masking_Blue",271
"674",8,1,"Hurme et al_2020_Masking_Blue",291
"675",8,2,"Hurme et al_2020_Masking_Blue",267
"676",8,2,"Hurme et al_2020_Masking_Blue",260
"677",8,2,"Hurme et al_2020_Masking_Blue",250
"678",8,2,"Hurme et al_2020_Masking_Blue",269
"679",8,2,"Hurme et al_2020_Masking_Blue",426
"680",8,2,"Hurme et al_2020_Masking_Red",290
"681",8,1,"Hurme et al_2020_Masking_Red",396
"682",8,2,"Hurme et al_2020_Masking_Red",258
"683",8,1,"Hurme et al_2020_Masking_Red",307
"684",8,2,"Hurme et al_2020_Masking_Red",206
"685",8,2,"Hurme et al_2020_Masking_Red",286
"686",8,2,"Hurme et al_2020_Masking_Red",236
"687",8,2,"Hurme et al_2020_Masking_Blue",260
"688",8,2,"Hurme et al_2020_Masking_Blue",291
"689",8,2,"Hurme et al_2020_Masking_Blue",445
"690",8,2,"Hurme et al_2020_Masking_Blue",260
"691",8,2,"Hurme et al_2020_Masking_Blue",257
"692",8,2,"Hurme et al_2020_Masking_Blue",256
"693",8,1,"Hurme et al_2020_Masking_Blue",419
"694",8,2,"Hurme et al_2020_Masking_Red",315
"695",8,2,"Hurme et al_2020_Masking_Red",259
"696",8,2,"Hurme et al_2020_Masking_Red",218
"697",8,2,"Hurme et al_2020_Masking_Red",233
"698",8,1,"Hurme et al_2020_Masking_Red",242
"699",8,2,"Hurme et al_2020_Masking_Red",444
"700",8,1,"Hurme et al_2020_Masking_Red",552
"701",9,1,"Hurme et al_2020_Masking_Blue",393
"702",9,1,"Hurme et al_2020_Masking_Blue",340
"703",9,1,"Hurme et al_2020_Masking_Red",282
"704",9,2,"Hurme et al_2020_Masking_Red",184
"705",9,1,"Hurme et al_2020_Masking_Red",213
"706",9,1,"Hurme et al_2020_Masking_Blue",195
"707",9,2,"Hurme et al_2020_Masking_Blue",191
"708",9,2,"Hurme et al_2020_Masking_Blue",196
"709",9,2,"Hurme et al_2020_Masking_Red",203
"710",9,1,"Hurme et al_2020_Masking_Red",424
"711",9,1,"Hurme et al_2020_Masking_Red",182
"712",9,1,"Hurme et al_2020_Masking_Blue",211
"713",9,1,"Hurme et al_2020_Masking_Blue",366
"714",9,1,"Hurme et al_2020_Masking_Red",333
"715",9,1,"Hurme et al_2020_Masking_Red",291
"716",9,1,"Hurme et al_2020_Masking_Blue",241
"717",9,2,"Hurme et al_2020_Masking_Red",312
"718",9,1,"Hurme et al_2020_Masking_Red",189
"719",9,1,"Hurme et al_2020_Masking_Red",243
"720",9,1,"Hurme et al_2020_Masking_Blue",264
"721",9,2,"Hurme et al_2020_Masking_Blue",196
"722",9,1,"Hurme et al_2020_Masking_Red",230
"723",9,1,"Hurme et al_2020_Masking_Red",248
"724",9,2,"Hurme et al_2020_Masking_Red",194
"725",9,1,"Hurme et al_2020_Masking_Blue",184
"726",9,1,"Hurme et al_2020_Masking_Blue",269
"727",9,1,"Hurme et al_2020_Masking_Red",307
"728",9,1,"Hurme et al_2020_Masking_Red",240
"729",9,1,"Hurme et al_2020_Masking_Blue",186
"730",9,1,"Hurme et al_2020_Masking_Blue",219
"731",9,2,"Hurme et al_2020_Masking_Red",246
"732",9,2,"Hurme et al_2020_Masking_Red",244
"733",9,1,"Hurme et al_2020_Masking_Red",365
"734",9,1,"Hurme et al_2020_Masking_Red",202
"735",9,2,"Hurme et al_2020_Masking_Red",189
"736",9,1,"Hurme et al_2020_Masking_Blue",279
"737",9,2,"Hurme et al_2020_Masking_Blue",245
"738",9,1,"Hurme et al_2020_Masking_Red",220
"739",9,1,"Hurme et al_2020_Masking_Red",284
"740",9,1,"Hurme et al_2020_Masking_Blue",217
"741",9,1,"Hurme et al_2020_Masking_Blue",434
"742",9,2,"Hurme et al_2020_Masking_Red",222
"743",9,1,"Hurme et al_2020_Masking_Red",265
"744",9,1,"Hurme et al_2020_Masking_Blue",228
"745",9,1,"Hurme et al_2020_Masking_Red",225
"746",9,1,"Hurme et al_2020_Masking_Red",250
"747",9,1,"Hurme et al_2020_Masking_Blue",265
"748",9,1,"Hurme et al_2020_Masking_Blue",269
"749",9,2,"Hurme et al_2020_Masking_Blue",221
"750",9,1,"Hurme et al_2020_Masking_Red",355
"751",9,1,"Hurme et al_2020_Masking_Red",284
"752",9,1,"Hurme et al_2020_Masking_Blue",265
"753",9,1,"Hurme et al_2020_Masking_Blue",326
"754",9,2,"Hurme et al_2020_Masking_Blue",259
"755",9,1,"Hurme et al_2020_Masking_Red",313
"756",9,1,"Hurme et al_2020_Masking_Red",224
"757",10,1,"Hurme et al_2020_Masking_Red",409
"758",10,2,"Hurme et al_2020_Masking_Red",288
"759",10,2,"Hurme et al_2020_Masking_Red",289
"760",10,2,"Hurme et al_2020_Masking_Red",319
"761",10,1,"Hurme et al_2020_Masking_Red",302
"762",10,2,"Hurme et al_2020_Masking_Blue",303
"763",10,1,"Hurme et al_2020_Masking_Blue",231
"764",10,2,"Hurme et al_2020_Masking_Red",263
"765",10,1,"Hurme et al_2020_Masking_Red",247
"766",10,2,"Hurme et al_2020_Masking_Blue",281
"767",10,1,"Hurme et al_2020_Masking_Blue",264
"768",10,2,"Hurme et al_2020_Masking_Blue",238
"769",10,1,"Hurme et al_2020_Masking_Red",266
"770",10,2,"Hurme et al_2020_Masking_Red",299
"771",10,1,"Hurme et al_2020_Masking_Red",284
"772",10,1,"Hurme et al_2020_Masking_Blue",338
"773",10,2,"Hurme et al_2020_Masking_Blue",300
"774",10,2,"Hurme et al_2020_Masking_Blue",236
"775",10,2,"Hurme et al_2020_Masking_Blue",350
"776",10,1,"Hurme et al_2020_Masking_Blue",322
"777",10,2,"Hurme et al_2020_Masking_Red",238
"778",10,1,"Hurme et al_2020_Masking_Red",346
"779",10,1,"Hurme et al_2020_Masking_Red",294
"780",10,1,"Hurme et al_2020_Masking_Blue",246
"781",10,1,"Hurme et al_2020_Masking_Red",266
"782",10,2,"Hurme et al_2020_Masking_Red",289
"783",10,1,"Hurme et al_2020_Masking_Blue",280
"784",10,2,"Hurme et al_2020_Masking_Blue",224
"785",10,1,"Hurme et al_2020_Masking_Blue",318
"786",10,1,"Hurme et al_2020_Masking_Red",262
"787",10,2,"Hurme et al_2020_Masking_Red",240
"788",10,2,"Hurme et al_2020_Masking_Blue",220
"789",10,2,"Hurme et al_2020_Masking_Blue",272
"790",10,1,"Hurme et al_2020_Masking_Blue",252
"791",10,1,"Hurme et al_2020_Masking_Blue",230
"792",10,2,"Hurme et al_2020_Masking_Red",272
"793",10,1,"Hurme et al_2020_Masking_Red",316
"794",10,1,"Hurme et al_2020_Masking_Red",303
"795",10,1,"Hurme et al_2020_Masking_Blue",198
"796",10,1,"Hurme et al_2020_Masking_Blue",310
"797",10,2,"Hurme et al_2020_Masking_Red",237
"798",10,2,"Hurme et al_2020_Masking_Red",268
"799",10,1,"Hurme et al_2020_Masking_Red",229
"800",10,1,"Hurme et al_2020_Masking_Blue",284
"801",10,1,"Hurme et al_2020_Masking_Blue",264
"802",10,2,"Hurme et al_2020_Masking_Red",300
"803",10,1,"Hurme et al_2020_Masking_Red",232
"804",10,1,"Hurme et al_2020_Masking_Blue",306
"805",10,1,"Hurme et al_2020_Masking_Blue",264
"806",10,1,"Hurme et al_2020_Masking_Red",220
"807",10,2,"Hurme et al_2020_Masking_Red",282
"808",10,1,"Hurme et al_2020_Masking_Red",271
"809",10,1,"Hurme et al_2020_Masking_Blue",301
"810",10,1,"Hurme et al_2020_Masking_Blue",370
"811",10,2,"Hurme et al_2020_Masking_Blue",290
"812",10,2,"Hurme et al_2020_Masking_Blue",234
"813",10,2,"Hurme et al_2020_Masking_Red",301
"814",10,2,"Hurme et al_2020_Masking_Red",267
"815",10,1,"Hurme et al_2020_Masking_Red",242
"816",10,1,"Hurme et al_2020_Masking_Blue",248
"817",10,2,"Hurme et al_2020_Masking_Blue",317
"818",10,1,"Hurme et al_2020_Masking_Blue",309
"819",10,2,"Hurme et al_2020_Masking_Blue",298
"820",10,2,"Hurme et al_2020_Masking_Red",311
"821",10,1,"Hurme et al_2020_Masking_Red",345
"822",10,1,"Hurme et al_2020_Masking_Red",274
"823",11,1,"Hurme et al_2020_Masking_Red",679
"824",11,1,"Hurme et al_2020_Masking_Red",657
"825",11,1,"Hurme et al_2020_Masking_Blue",537
"826",11,1,"Hurme et al_2020_Masking_Red",660
"827",11,1,"Hurme et al_2020_Masking_Red",295
"828",11,2,"Hurme et al_2020_Masking_Blue",388
"829",11,1,"Hurme et al_2020_Masking_Blue",224
"830",11,1,"Hurme et al_2020_Masking_Blue",372
"831",11,1,"Hurme et al_2020_Masking_Red",618
"832",11,2,"Hurme et al_2020_Masking_Red",390
"833",11,1,"Hurme et al_2020_Masking_Blue",316
"834",11,1,"Hurme et al_2020_Masking_Blue",443
"835",11,1,"Hurme et al_2020_Masking_Red",573
"836",11,2,"Hurme et al_2020_Masking_Blue",675
"837",11,2,"Hurme et al_2020_Masking_Blue",551
"838",11,1,"Hurme et al_2020_Masking_Blue",265
"839",11,2,"Hurme et al_2020_Masking_Blue",256
"840",11,1,"Hurme et al_2020_Masking_Blue",255
"841",11,2,"Hurme et al_2020_Masking_Red",668
"842",11,2,"Hurme et al_2020_Masking_Red",407
"843",11,1,"Hurme et al_2020_Masking_Red",422
"844",11,1,"Hurme et al_2020_Masking_Blue",274
"845",11,1,"Hurme et al_2020_Masking_Blue",364
"846",11,2,"Hurme et al_2020_Masking_Blue",298
"847",11,1,"Hurme et al_2020_Masking_Blue",319
"848",11,1,"Hurme et al_2020_Masking_Blue",250
"849",11,2,"Hurme et al_2020_Masking_Blue",280
"850",11,1,"Hurme et al_2020_Masking_Red",283
"851",11,2,"Hurme et al_2020_Masking_Red",474
"852",11,2,"Hurme et al_2020_Masking_Red",256
"853",11,1,"Hurme et al_2020_Masking_Blue",267
"854",11,1,"Hurme et al_2020_Masking_Blue",262
"855",11,1,"Hurme et al_2020_Masking_Red",454
"856",11,2,"Hurme et al_2020_Masking_Red",248
"857",11,2,"Hurme et al_2020_Masking_Red",440
"858",11,1,"Hurme et al_2020_Masking_Blue",286
"859",11,1,"Hurme et al_2020_Masking_Blue",401
"860",11,1,"Hurme et al_2020_Masking_Red",302
"861",11,2,"Hurme et al_2020_Masking_Red",505
"862",11,2,"Hurme et al_2020_Masking_Red",323
"863",11,2,"Hurme et al_2020_Masking_Red",408
"864",11,1,"Hurme et al_2020_Masking_Red",369
"865",11,2,"Hurme et al_2020_Masking_Blue",366
"866",11,1,"Hurme et al_2020_Masking_Blue",251
"867",11,2,"Hurme et al_2020_Masking_Blue",229
"868",11,1,"Hurme et al_2020_Masking_Blue",303
"869",11,1,"Hurme et al_2020_Masking_Red",251
"870",11,1,"Hurme et al_2020_Masking_Red",377
"871",11,2,"Hurme et al_2020_Masking_Red",272
"872",11,2,"Hurme et al_2020_Masking_Red",284
"873",11,1,"Hurme et al_2020_Masking_Blue",242
"874",11,1,"Hurme et al_2020_Masking_Blue",187
"875",11,2,"Hurme et al_2020_Masking_Red",362
"876",11,1,"Hurme et al_2020_Masking_Blue",268
"877",11,2,"Hurme et al_2020_Masking_Blue",456
"878",11,1,"Hurme et al_2020_Masking_Blue",355
"879",11,1,"Hurme et al_2020_Masking_Red",316
"880",11,2,"Hurme et al_2020_Masking_Blue",309
"881",11,1,"Hurme et al_2020_Masking_Blue",311
"882",12,1,"Hurme et al_2020_Masking_Blue",276
"883",12,1,"Hurme et al_2020_Masking_Blue",314
"884",12,2,"Hurme et al_2020_Masking_Blue",198
"885",12,2,"Hurme et al_2020_Masking_Red",251
"886",12,1,"Hurme et al_2020_Masking_Red",281
"887",12,1,"Hurme et al_2020_Masking_Red",185
"888",12,1,"Hurme et al_2020_Masking_Blue",194
"889",12,1,"Hurme et al_2020_Masking_Blue",376
"890",12,1,"Hurme et al_2020_Masking_Red",232
"891",12,1,"Hurme et al_2020_Masking_Red",239
"892",12,1,"Hurme et al_2020_Masking_Blue",337
"893",12,1,"Hurme et al_2020_Masking_Blue",216
"894",12,2,"Hurme et al_2020_Masking_Blue",184
"895",12,2,"Hurme et al_2020_Masking_Blue",278
"896",12,1,"Hurme et al_2020_Masking_Red",196
"897",12,1,"Hurme et al_2020_Masking_Red",270
"898",12,2,"Hurme et al_2020_Masking_Red",203
"899",12,1,"Hurme et al_2020_Masking_Blue",230
"900",12,2,"Hurme et al_2020_Masking_Blue",190
"901",12,2,"Hurme et al_2020_Masking_Blue",304
"902",12,1,"Hurme et al_2020_Masking_Blue",271
"903",12,2,"Hurme et al_2020_Masking_Red",214
"904",12,2,"Hurme et al_2020_Masking_Red",241
"905",12,1,"Hurme et al_2020_Masking_Red",201
"906",12,1,"Hurme et al_2020_Masking_Red",223
"907",12,1,"Hurme et al_2020_Masking_Blue",180
"908",12,1,"Hurme et al_2020_Masking_Blue",254
"909",12,1,"Hurme et al_2020_Masking_Red",252
"910",12,1,"Hurme et al_2020_Masking_Red",196
"911",12,1,"Hurme et al_2020_Masking_Blue",236
"912",12,1,"Hurme et al_2020_Masking_Blue",185
"913",12,2,"Hurme et al_2020_Masking_Blue",237
"914",12,1,"Hurme et al_2020_Masking_Red",218
"915",12,2,"Hurme et al_2020_Masking_Red",202
"916",12,1,"Hurme et al_2020_Masking_Red",294
"917",12,1,"Hurme et al_2020_Masking_Blue",205
"918",12,1,"Hurme et al_2020_Masking_Blue",271
"919",12,1,"Hurme et al_2020_Masking_Red",247
"920",12,2,"Hurme et al_2020_Masking_Red",217
"921",12,1,"Hurme et al_2020_Masking_Red",215
"922",12,1,"Hurme et al_2020_Masking_Blue",223
"923",12,1,"Hurme et al_2020_Masking_Blue",278
"924",12,1,"Hurme et al_2020_Masking_Red",235
"925",12,1,"Hurme et al_2020_Masking_Red",192
"926",12,2,"Hurme et al_2020_Masking_Red",200
"927",12,1,"Hurme et al_2020_Masking_Blue",256
"928",12,1,"Hurme et al_2020_Masking_Blue",225
"929",12,2,"Hurme et al_2020_Masking_Blue",213
"930",12,2,"Hurme et al_2020_Masking_Blue",221
"931",12,2,"Hurme et al_2020_Masking_Red",199
"932",12,1,"Hurme et al_2020_Masking_Red",179
"933",12,2,"Hurme et al_2020_Masking_Red",220
"934",12,1,"Hurme et al_2020_Masking_Red",233
"935",12,2,"Hurme et al_2020_Masking_Blue",203
"936",12,1,"Hurme et al_2020_Masking_Blue",196
"937",12,1,"Hurme et al_2020_Masking_Blue",237
"938",12,1,"Hurme et al_2020_Masking_Red",235
"939",12,1,"Hurme et al_2020_Masking_Red",240
"940",12,1,"Hurme et al_2020_Masking_Blue",214
"941",12,1,"Hurme et al_2020_Masking_Red",192
"942",12,1,"Hurme et al_2020_Masking_Red",308
"943",12,1,"Hurme et al_2020_Masking_Blue",259
"944",12,1,"Hurme et al_2020_Masking_Blue",263
"945",12,1,"Hurme et al_2020_Masking_Red",212
"946",12,1,"Hurme et al_2020_Masking_Red",266
"947",14,1,"Hurme et al_2020_Masking_Blue",342
"948",14,2,"Hurme et al_2020_Masking_Blue",304
"949",14,1,"Hurme et al_2020_Masking_Red",319
"950",14,2,"Hurme et al_2020_Masking_Red",252
"951",14,2,"Hurme et al_2020_Masking_Red",250
"952",14,2,"Hurme et al_2020_Masking_Red",291
"953",14,1,"Hurme et al_2020_Masking_Red",231
"954",14,2,"Hurme et al_2020_Masking_Red",447
"955",14,1,"Hurme et al_2020_Masking_Blue",264
"956",14,2,"Hurme et al_2020_Masking_Red",293
"957",14,2,"Hurme et al_2020_Masking_Red",348
"958",14,1,"Hurme et al_2020_Masking_Red",225
"959",14,1,"Hurme et al_2020_Masking_Blue",186
"960",14,1,"Hurme et al_2020_Masking_Blue",434
"961",14,2,"Hurme et al_2020_Masking_Blue",262
"962",14,2,"Hurme et al_2020_Masking_Blue",269
"963",14,1,"Hurme et al_2020_Masking_Red",287
"964",14,1,"Hurme et al_2020_Masking_Red",219
"965",14,2,"Hurme et al_2020_Masking_Red",319
"966",14,1,"Hurme et al_2020_Masking_Blue",171
"967",14,2,"Hurme et al_2020_Masking_Blue",178
"968",14,2,"Hurme et al_2020_Masking_Blue",297
"969",14,1,"Hurme et al_2020_Masking_Blue",243
"970",14,2,"Hurme et al_2020_Masking_Red",222
"971",14,1,"Hurme et al_2020_Masking_Red",202
"972",14,2,"Hurme et al_2020_Masking_Red",302
"973",14,2,"Hurme et al_2020_Masking_Blue",204
"974",14,1,"Hurme et al_2020_Masking_Blue",257
"975",14,1,"Hurme et al_2020_Masking_Blue",265
"976",14,2,"Hurme et al_2020_Masking_Red",169
"977",14,1,"Hurme et al_2020_Masking_Red",166
"978",14,2,"Hurme et al_2020_Masking_Red",247
"979",14,1,"Hurme et al_2020_Masking_Red",266
"980",14,1,"Hurme et al_2020_Masking_Blue",262
"981",14,1,"Hurme et al_2020_Masking_Blue",207
"982",14,2,"Hurme et al_2020_Masking_Blue",229
"983",14,1,"Hurme et al_2020_Masking_Red",503
"984",14,2,"Hurme et al_2020_Masking_Red",256
"985",14,2,"Hurme et al_2020_Masking_Red",427
"986",14,2,"Hurme et al_2020_Masking_Red",233
"987",14,2,"Hurme et al_2020_Masking_Red",343
"988",14,2,"Hurme et al_2020_Masking_Blue",271
"989",14,1,"Hurme et al_2020_Masking_Blue",226
"990",14,2,"Hurme et al_2020_Masking_Blue",199
"991",14,1,"Hurme et al_2020_Masking_Blue",430
"992",14,2,"Hurme et al_2020_Masking_Red",262
"993",14,2,"Hurme et al_2020_Masking_Red",205
"994",14,1,"Hurme et al_2020_Masking_Red",333
"995",14,1,"Hurme et al_2020_Masking_Red",238
"996",14,2,"Hurme et al_2020_Masking_Red",240
"997",14,2,"Hurme et al_2020_Masking_Blue",313
"998",14,1,"Hurme et al_2020_Masking_Blue",210
"999",14,1,"Hurme et al_2020_Masking_Blue",235
"1000",14,2,"Hurme et al_2020_Masking_Blue",247
"1001",14,1,"Hurme et al_2020_Masking_Red",237
"1002",14,2,"Hurme et al_2020_Masking_Red",288
"1003",14,1,"Hurme et al_2020_Masking_Red",279
"1004",14,2,"Hurme et al_2020_Masking_Red",182
"1005",14,1,"Hurme et al_2020_Masking_Blue",231
"1006",14,1,"Hurme et al_2020_Masking_Blue",197
"1007",14,2,"Hurme et al_2020_Masking_Blue",344
"1008",14,2,"Hurme et al_2020_Masking_Red",253
"1009",14,1,"Hurme et al_2020_Masking_Red",177
"1010",14,1,"Hurme et al_2020_Masking_Red",309
"1011",14,2,"Hurme et al_2020_Masking_Red",171
"1012",14,1,"Hurme et al_2020_Masking_Blue",422
"1013",14,2,"Hurme et al_2020_Masking_Blue",236
"1014",14,2,"Hurme et al_2020_Masking_Blue",234
"1015",14,2,"Hurme et al_2020_Masking_Blue",228
